0, 30, 39.6
43200, 30, 39.6
216000, 30, 60
259200, 30, 60
432000, 30, 39.6
475200, 30, 39.6
648000, 30, 60
691200, 30, 60
864000, 30, 39.6
907200, 30, 39.6
1080000, 30, 60
1123200, 30, 60
1296000, 30, 39.6
1339200, 30, 39.6
1512000, 30, 60
1555200, 30, 60
1728000, 30, 39.6
1771200, 30, 39.6
1944000, 30, 60
1987200, 30, 60
2160000, 30, 39.6
2203200, 30, 39.6
2376000, 30, 60
2419200, 30, 60
2592000, 30, 39.6
