0, 30, 51.57
71406, 30, 60
114606, 30, 60
287406, 30, 39.6
330606, 30, 39.6
503406, 30, 60
546606, 30, 60
719406, 30, 39.6
762606, 30, 39.6
935406, 30, 60
978606, 30, 60
1151406, 30, 39.6
